City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
243,champerico,14.3,-91.9167,85.72999999999996,73,36,1.96,GT,1714965879
244,dalnegorsk,44.5604,135.5701,46.597999999999956,97,100,2.68,RU,1714965996
245,al ghayzah,16.2079,52.176,84.97399999999999,76,36,3.74,YE,1714965879
246,kerikeri,-35.2268,173.9474,65.91199999999998,83,70,0.89,NZ,1714965880
247,sola,-13.8833,167.55,81.91400000000004,76,73,9.36,VU,1714965996
248,benghazi,32.1167,20.0667,62.96000000000009,77,0,1.98,LY,1714965880
249,yanchep,-31.55,115.6833,71.132,56,0,3.24,AU,1714965996
250,date,42.4681,140.8681,51.22399999999999,97,100,0.75,JP,1714965880
251,kingston,17.997,-76.7936,83.35399999999998,74,40,6.69,JM,1714965881
252,neiafu,-18.65,-173.9833,81.28399999999993,94,100,3.09,TO,1714965997
253,alappuzha,9.49,76.3264,84.00200000000001,72,97,1.82,IN,1714965881
254,prado,-17.3411,-39.2208,76.22600000000006,88,22,1.71,BR,1714965997
255,luanda,-8.8368,13.2343,78.80000000000001,93,75,2.57,AO,1714965997
256,badger,64.8,-147.5333,58.910000000000025,39,100,6.69,US,1714965998
257,atafu village,-8.5421,-172.5159,85.406,74,20,2.58,TK,1714965882
258,taunggyi,20.7833,97.0333,84.9919999999999,37,0,1.49,MM,1714965998
259,iquique,-20.2208,-70.1431,64.43599999999998,84,67,1.78,CL,1714965882
260,voznesenskoye,54.89,42.7569,39.23600000000005,82,53,5.81,RU,1714965998
261,vadso,70.0744,29.7487,31.081999999999994,80,75,8.23,NO,1714965999
262,san luis,-33.295,-66.3356,53.38399999999996,90,0,5.76,AR,1714965883
263,kashgar,39.4547,75.9797,74.40799999999996,18,40,7.0,CN,1714965999
264,rabigh,22.7986,39.0349,80.87000000000006,53,0,3.02,SA,1714965999
265,igreja,15.0333,-24.3333,67.74799999999999,68,73,3.32,CV,1714965999
266,el calafate,-50.3408,-72.2768,26.168000000000063,63,1,2.48,AR,1714966000
267,al kharijah,25.4514,30.5464,66.66800000000006,26,0,3.38,EG,1714966000
268,cole harbour,44.6724,-63.4751,42.27800000000002,89,100,3.09,CA,1714965884
269,purificacion,3.8587,-74.9313,73.50799999999998,98,100,1.03,CO,1714966000
270,qarauyl,48.9451,79.255,45.24799999999999,68,100,4.18,KZ,1714965885
271,steinkjer,64.193,11.3851,38.33600000000001,73,12,2.62,NO,1714965885
272,fomboni,-12.28,43.7425,83.33600000000007,72,100,6.82,KM,1714965885
273,tofol,5.3248,163.0078,83.98399999999998,84,100,5.14,FM,1714965886
274,whistler,50.1164,-122.9695,41.738,100,100,2.41,CA,1714965886
275,weno,7.4515,151.8468,89.54599999999999,70,40,4.12,FM,1714966001
276,atar,20.5169,-13.0499,83.714,7,68,2.29,MR,1714966001
277,cheremukhovo,60.3484,59.9851,28.95799999999997,64,50,1.34,RU,1714965886
278,farasan,16.7022,42.1183,85.406,67,0,1.67,SA,1714965887
279,longyearbyen,78.2186,15.6401,24.637999999999977,68,100,3.09,SJ,1714966002
280,la'ie,21.6477,-157.9253,80.56400000000002,75,100,4.92,US,1714965887
281,wauchope,-31.45,152.7333,62.96000000000009,95,95,1.88,AU,1714966002
282,kemecse,48.0753,21.8063,54.01399999999995,89,29,2.98,HU,1714966002
283,colchani,-20.3,-66.9333,44.06000000000006,29,3,3.11,BO,1714965888
284,haiku-pauwela,20.9219,-156.3051,79.214,64,20,9.26,US,1714965888
285,karratha,-20.7377,116.8463,89.22200000000004,18,0,5.08,AU,1714965806
286,tarko-sale,64.9225,77.785,25.50200000000001,92,100,8.89,RU,1714966003
287,bu'aale,1.0833,42.5833,75.86599999999993,98,96,2.19,SO,1714966003
288,tsiombe,-25.3,45.4833,62.70799999999991,83,0,2.04,MG,1714965889
289,buta,2.7858,24.73,71.67199999999997,81,4,1.0,CD,1714966004
290,dohad,22.8333,74.2667,87.83600000000007,36,3,3.96,IN,1714966004
291,ola,59.5833,151.2833,38.13799999999998,74,31,1.05,RU,1714965889
292,cockburn town,21.4612,-71.1419,77.738,85,92,9.68,TC,1714965890
293,rongelap,11.1635,166.8941,81.75200000000001,79,77,8.1,MH,1714966004
294,pruzhany,52.5567,24.4644,52.75399999999996,91,100,3.06,BY,1714965890
295,charters towers,-20.1,146.2667,84.38000000000005,37,66,4.83,AU,1714966005
296,ati,13.2154,18.3353,85.98200000000003,14,0,4.34,TD,1714966005
297,fort bragg,35.139,-79.006,70.37600000000003,93,100,1.79,US,1714965891
298,grants pass,42.439,-123.3284,50.846000000000004,69,100,0.0,US,1714966005
299,camarinas,43.1311,-9.1817,46.92199999999997,77,5,1.9,ES,1714965891
300,baxter,46.3433,-94.2867,57.488,52,0,0.0,US,1714965891
301,ituango,7.1712,-75.764,68.18,99,100,0.52,CO,1714965892
302,sosnogorsk,63.6023,53.8817,27.536,94,100,1.79,RU,1714966006
303,kaa-khem,51.6833,94.7333,69.40400000000005,28,89,2.8,RU,1714965892
304,sungai raya,0.7,108.9,88.43,63,1,1.08,ID,1714966006
305,gurupa,-1.405,-51.64,75.43399999999991,99,100,1.43,BR,1714966006
